EmployeeID,Age,Department,JobRole,EducationField,JobLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,TrainingTimesLastYear,PercentSalaryHike,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,MonthlyIncome,DistanceFromHome,Gender,MaritalStatus,OverTime,NumCompaniesWorked,Attrition
1212,26,Research & Development,Laboratory Technician,Life Sciences,4,7,4,1,4,1,3,11,3,2,2,4,7717,18,Male,Divorced,No,3,0
1213,23,Research & Development,Healthcare Representative,Life Sciences,1,0,0,0,0,0,3,17,3,2,4,2,2297,29,Male,Single,Yes,9,0
1214,33,Research & Development,Laboratory Technician,Technical Degree,3,12,6,2,1,2,4,11,3,2,4,2,9795,11,Male,Married,Yes,7,1
1215,46,Research & Development,Research Scientist,Technical Degree,1,20,15,3,15,2,6,19,3,1,4,2,4898,6,Male,Married,Yes,9,1
1216,20,Research & Development,Research Director,Human Resources,1,0,1,0,1,0,1,24,3,4,3,4,3124,19,Male,Married,No,2,0
1217,37,Research & Development,Healthcare Representative,Marketing,2,6,4,4,2,3,5,25,3,2,3,3,5904,5,Male,Married,Yes,6,1
1218,53,Sales,Sales Representative,Medical,1,24,7,7,4,5,2,18,3,4,4,1,4597,13,Male,Married,No,2,0
1219,36,Research & Development,Manufacturing Director,Technical Degree,3,10,0,0,0,0,3,23,4,3,4,3,8407,27,Female,Married,No,5,0
1220,43,Human Resources,Human Resources,Marketing,1,19,5,1,4,1,3,25,3,3,3,3,3336,5,Male,Single,No,3,0
1221,20,Research & Development,Healthcare Representative,Human Resources,4,0,0,0,0,0,3,11,3,4,4,2,11159,26,Female,Married,No,5,0
1222,36,Sales,Sales Representative,Marketing,1,4,4,2,2,2,4,12,3,2,4,4,2678,3,Male,Divorced,No,6,0
1223,37,Research & Development,Research Scientist,Technical Degree,1,13,6,5,6,4,3,12,4,4,4,3,3892,19,Male,Divorced,No,7,0
1224,49,Sales,Sales Executive,Life Sciences,1,21,18,1,2,0,3,12,3,4,1,3,2927,17,Male,Married,No,5,0
1225,24,Sales,Manager,Medical,1,0,0,0,0,0,5,16,3,2,1,3,2172,22,Male,Divorced,Yes,3,0
1226,58,Research & Development,Laboratory Technician,Medical,1,24,8,7,6,4,2,14,3,3,3,4,4147,3,Male,Divorced,No,8,0
1227,50,Research & Development,Healthcare Representative,Life Sciences,1,8,1,1,1,1,2,18,3,3,3,2,3683,15,Male,Divorced,No,6,0
1228,57,Research & Development,Laboratory Technician,Technical Degree,2,18,12,10,1,4,0,11,3,4,4,2,5935,17,Female,Married,No,8,0
1229,56,Research & Development,Research Scientist,Medical,1,14,9,6,1,6,2,25,3,3,2,2,2572,13,Male,Married,No,2,0
1230,35,Research & Development,Laboratory Technician,Technical Degree,2,13,2,2,2,2,3,20,3,3,4,3,6843,14,Female,Divorced,No,4,0
1231,57,Research & Development,Research Scientist,Human Resources,2,23,23,23,13,22,3,24,3,4,2,3,7121,29,Female,Married,No,0,1
1232,18,Research & Development,Laboratory Technician,Technical Degree,4,0,1,1,1,1,2,14,3,2,3,3,9519,26,Male,Divorced,No,7,1
1233,28,Research & Development,Manufacturing Director,Marketing,4,8,8,8,5,6,1,20,4,4,2,2,11075,16,Female,Single,No,0,0
1234,45,Sales,Sales Executive,Life Sciences,2,22,12,8,12,8,4,21,4,4,3,3,5747,25,Female,Single,Yes,0,0
1235,42,Sales,Manager,Technical Degree,1,8,2,1,1,1,4,15,3,4,1,3,2997,11,Female,Married,Yes,6,1
1236,40,Human Resources,Human Resources,Human Resources,1,6,5,1,1,1,6,19,3,4,1,3,3521,17,Male,Single,No,7,0
1237,48,Research & Development,Research Director,Other,5,21,14,11,6,6,5,15,3,3,4,4,11106,5,Female,Divorced,Yes,2,0
1238,47,Research & Development,Research Director,Life Sciences,1,10,0,0,0,0,5,23,4,4,2,2,2381,21,Female,Single,Yes,1,0
1239,59,Research & Development,Healthcare Representative,Medical,1,35,6,6,3,6,4,21,3,3,2,3,3532,15,Female,Married,No,6,0
1240,52,Research & Development,Healthcare Representative,Marketing,1,25,19,18,17,17,3,13,4,3,4,1,4172,18,Male,Single,No,9,1
1241,24,Sales,Manager,Medical,1,2,0,0,0,0,1,21,3,2,1,3,2146,16,Female,Single,No,4,0
1242,33,Research & Development,Manufacturing Director,Human Resources,1,13,7,4,1,4,3,14,3,4,3,4,2979,14,Female,Single,No,0,0
1243,43,Sales,Sales Executive,Human Resources,3,5,3,2,2,2,1,20,3,4,1,4,5710,14,Female,Divorced,Yes,1,0
1244,19,Research & Development,Research Scientist,Medical,1,0,0,0,0,0,5,17,3,4,2,2,2118,13,Male,Divorced,No,2,0
1245,18,Research & Development,Healthcare Representative,Life Sciences,2,0,1,0,1,0,3,11,4,1,4,3,4532,1,Female,Married,No,5,1
1246,29,Research & Development,Manager,Medical,1,5,4,1,2,1,4,21,3,4,1,1,2104,6,Male,Divorced,No,0,0
1247,22,Research & Development,Manager,Technical Degree,1,0,0,0,0,0,1,16,3,4,4,4,2651,23,Male,Divorced,No,7,1
1248,54,Research & Development,Healthcare Representative,Medical,4,13,5,5,5,4,3,18,3,4,4,3,11283,11,Female,Married,No,1,0
1249,49,Research & Development,Research Scientist,Marketing,1,16,4,1,4,1,3,11,3,2,1,3,2674,11,Female,Married,Yes,4,0
1250,26,Research & Development,Research Scientist,Marketing,4,0,0,0,0,0,2,18,3,3,4,2,10532,25,Female,Single,No,7,0
1251,58,Research & Development,Manager,Other,2,26,6,1,4,0,3,17,3,1,2,4,8669,16,Male,Single,No,4,0
1252,52,Research & Development,Laboratory Technician,Marketing,1,18,5,5,1,2,0,11,4,3,1,3,4219,24,Male,Single,Yes,7,0
1253,36,Research & Development,Laboratory Technician,Medical,5,10,1,0,1,0,3,19,3,2,1,2,9850,26,Female,Married,No,5,0
1254,33,Research & Development,Research Scientist,Marketing,1,7,2,1,0,1,3,21,3,2,3,3,3283,3,Male,Single,No,6,0
1255,20,Research & Development,Laboratory Technician,Life Sciences,4,0,0,0,0,0,5,13,3,2,3,2,9180,25,Female,Divorced,No,7,0
1256,37,Sales,Sales Executive,Marketing,1,13,5,4,2,2,3,12,3,2,2,3,2958,17,Male,Divorced,No,2,0
1257,41,Research & Development,Healthcare Representative,Technical Degree,4,18,7,5,1,3,3,17,3,1,4,4,10406,29,Male,Single,No,4,0
1258,50,Sales,Sales Executive,Life Sciences,1,21,4,0,4,0,6,21,3,4,4,4,3601,22,Male,Divorced,No,9,0
1259,41,Research & Development,Manufacturing Director,Other,2,13,10,8,8,5,3,13,3,3,3,3,6001,29,Male,Divorced,No,6,0
1260,28,Research & Development,Manager,Technical Degree,3,6,1,0,0,0,3,11,3,3,4,4,8417,14,Male,Married,Yes,8,0
1261,25,Sales,Sales Executive,Medical,5,4,3,0,0,0,3,20,3,3,4,3,14454,26,Male,Married,Yes,5,0
1262,53,Research & Development,Laboratory Technician,Medical,4,29,16,4,6,3,4,23,3,3,1,2,10141,2,Male,Single,Yes,9,0
1263,55,Research & Development,Manager,Medical,3,18,4,4,0,2,3,13,4,4,2,4,7556,26,Female,Single,No,0,0
1264,57,Research & Development,Manufacturing Director,Technical Degree,4,32,14,8,5,7,3,16,3,2,3,2,10654,25,Female,Married,No,7,0
1265,37,Research & Development,Laboratory Technician,Technical Degree,1,12,6,6,0,4,4,13,3,2,3,2,2981,9,Male,Married,No,5,0
1266,52,Research & Development,Research Director,Technical Degree,1,12,1,1,1,1,1,15,3,4,3,4,4261,8,Female,Single,No,0,0
1267,42,Research & Development,Laboratory Technician,Life Sciences,1,14,0,0,0,0,5,19,3,3,2,2,3917,29,Male,Married,Yes,3,0
1268,52,Sales,Sales Executive,Human Resources,2,29,5,5,3,3,3,17,3,1,4,3,8108,11,Male,Divorced,Yes,5,1
1269,42,Research & Development,Manager,Life Sciences,2,9,2,2,1,1,3,12,3,1,3,4,6345,7,Male,Married,No,9,0
1270,46,Research & Development,Research Director,Medical,2,21,4,0,3,0,4,11,3,1,3,3,5738,22,Female,Married,Yes,0,0
1271,35,Research & Development,Manager,Human Resources,1,14,11,6,1,5,2,17,3,4,1,1,3239,2,Male,Married,Yes,9,1
1272,35,Sales,Sales Representative,Marketing,3,9,1,0,1,0,5,14,3,2,3,3,8103,4,Male,Married,No,4,0
1273,19,Research & Development,Manager,Medical,1,0,0,0,0,0,6,21,3,4,3,2,2384,26,Male,Single,No,2,0
1274,52,Research & Development,Manager,Other,1,20,16,1,13,1,3,17,3,4,3,3,4477,23,Female,Divorced,Yes,6,0
1275,33,Research & Development,Manager,Life Sciences,2,3,0,0,0,0,5,16,3,3,4,3,5037,14,Female,Divorced,No,7,0
1276,58,Sales,Sales Representative,Technical Degree,3,26,10,1,3,1,0,17,3,1,3,3,7864,13,Male,Single,No,2,0
1277,53,Research & Development,Manager,Life Sciences,3,18,9,7,8,3,5,14,3,1,1,3,9518,22,Male,Married,Yes,9,0
1278,50,Research & Development,Laboratory Technician,Technical Degree,2,17,15,8,9,6,3,13,3,3,3,3,7462,25,Female,Married,No,2,1
1279,21,Research & Development,Manager,Human Resources,1,0,1,0,0,0,3,22,3,3,4,3,2389,13,Male,Single,No,2,0
1280,50,Research & Development,Research Director,Other,2,18,16,16,7,15,2,15,3,3,4,4,6780,13,Male,Single,Yes,5,0
1281,31,Research & Development,Manager,Human Resources,1,4,3,1,3,1,3,13,3,3,3,2,2153,5,Male,Single,No,5,1
1282,38,Research & Development,Manufacturing Director,Other,2,7,1,1,0,0,2,24,3,4,2,4,5465,28,Female,Divorced,No,2,1
1283,37,Sales,Sales Representative,Life Sciences,2,9,6,2,5,2,5,13,4,3,3,3,4365,12,Female,Single,No,5,0
1284,25,Sales,Sales Representative,Technical Degree,1,5,2,2,0,1,5,14,3,4,3,2,2143,6,Male,Single,No,8,0
1285,24,Research & Development,Research Director,Human Resources,1,7,5,3,4,3,1,18,4,4,4,2,2989,26,Male,Single,No,7,0
1286,20,Sales,Sales Executive,Other,5,1,0,0,0,0,1,12,3,1,3,3,11198,22,Female,Divorced,Yes,6,1
1287,34,Research & Development,Manufacturing Director,Medical,5,12,9,8,7,4,5,14,3,2,4,3,14756,14,Male,Divorced,No,6,0
1288,50,Research & Development,Healthcare Representative,Medical,2,19,12,2,9,1,3,21,4,1,3,2,7050,8,Male,Married,No,7,0
1289,29,Research & Development,Research Scientist,Human Resources,1,8,1,0,0,0,2,13,3,1,3,4,2642,24,Male,Single,Yes,6,0
1290,39,Human Resources,Human Resources,Technical Degree,1,5,4,2,0,2,3,17,3,3,4,3,3179,22,Female,Married,No,2,0
1291,39,Research & Development,Manufacturing Director,Human Resources,2,15,8,6,1,4,3,12,3,2,3,4,6114,8,Male,Married,Yes,7,0
1292,47,Research & Development,Research Director,Life Sciences,5,21,1,0,0,0,2,11,3,3,4,1,11064,7,Female,Married,No,7,0
1293,55,Research & Development,Laboratory Technician,Other,1,19,19,10,16,10,4,20,3,4,3,2,3849,17,Male,Married,No,0,0
1294,55,Research & Development,Manufacturing Director,Life Sciences,3,22,12,4,3,2,3,11,4,2,1,1,9599,21,Male,Single,No,9,0
1295,25,Research & Development,Healthcare Representative,Medical,1,0,0,0,0,0,1,16,4,3,4,2,2522,11,Male,Single,No,4,0
1296,44,Research & Development,Healthcare Representative,Other,5,15,2,1,2,1,5,13,3,1,1,4,16468,26,Female,Single,No,4,0
1297,44,Research & Development,Manager,Human Resources,2,17,10,0,4,0,3,17,3,2,2,1,6563,10,Male,Divorced,No,0,0
1298,51,Research & Development,Research Scientist,Life Sciences,3,19,15,10,10,7,2,18,3,3,3,3,11228,13,Male,Married,No,5,0
1299,38,Research & Development,Healthcare Representative,Marketing,1,8,0,0,0,0,2,15,4,4,4,2,2998,10,Male,Married,Yes,5,0
1300,47,Sales,Manager,Technical Degree,2,4,2,1,0,1,1,15,3,3,3,3,4249,21,Female,Divorced,No,3,0
1301,50,Research & Development,Healthcare Representative,Technical Degree,1,13,10,7,7,3,3,22,3,1,1,4,3332,26,Female,Divorced,Yes,5,0
1302,45,Research & Development,Manufacturing Director,Marketing,1,23,8,1,1,1,1,12,3,3,3,3,3564,14,Male,Single,No,5,0
1303,50,Sales,Sales Representative,Medical,5,13,13,9,0,8,3,18,3,1,3,3,13736,9,Male,Single,No,0,1
1304,22,Research & Development,Manager,Other,4,1,0,0,0,0,1,20,3,2,4,2,11150,7,Male,Divorced,Yes,4,0
1305,36,Research & Development,Research Scientist,Technical Degree,4,6,0,0,0,0,4,23,4,3,3,4,10333,7,Male,Divorced,No,1,0
1306,21,Human Resources,Manager,Marketing,2,2,2,2,1,1,4,11,3,1,4,3,4032,26,Female,Married,No,6,1
1307,52,Research & Development,Manufacturing Director,Human Resources,3,22,15,3,14,3,3,20,4,3,2,3,9113,18,Male,Divorced,Yes,8,0
1308,34,Research & Development,Research Director,Marketing,1,7,2,0,0,0,4,19,3,3,4,3,2250,16,Male,Single,No,8,0
1309,45,Research & Development,Research Scientist,Medical,1,14,12,3,4,1,5,11,3,3,4,4,3566,8,Male,Single,Yes,8,0
1310,47,Research & Development,Laboratory Technician,Medical,1,15,2,0,0,0,3,11,3,1,4,3,3681,16,Male,Married,Yes,6,1
1311,46,Research & Development,Manufacturing Director,Life Sciences,2,22,3,2,0,2,3,11,3,4,1,3,7522,19,Male,Divorced,No,6,0
1312,23,Research & Development,Manager,Technical Degree,2,1,1,1,1,1,3,17,4,3,3,3,4086,15,Male,Married,No,0,0
1313,52,Research & Development,Manager,Life Sciences,1,15,6,2,1,2,5,14,3,4,4,2,3419,25,Female,Married,No,5,0
1314,58,Research & Development,Laboratory Technician,Marketing,2,17,11,9,2,9,1,22,3,2,1,3,6346,15,Male,Single,Yes,4,1
1315,54,Sales,Sales Representative,Other,3,18,17,1,2,1,3,17,3,3,3,3,10389,6,Male,Single,No,7,0
1316,41,Sales,Sales Representative,Other,2,7,3,0,0,0,3,15,3,3,4,3,5737,9,Male,Divorced,No,7,0
1317,46,Research & Development,Healthcare Representative,Medical,1,21,4,2,2,2,4,22,4,2,3,3,2944,15,Female,Single,No,3,0
1318,48,Research & Development,Healthcare Representative,Other,1,17,9,0,0,0,4,24,3,1,4,2,3849,25,Male,Married,No,0,0
1319,52,Sales,Manager,Other,1,24,11,3,3,3,3,17,3,3,1,3,3690,7,Male,Married,Yes,5,1
1320,50,Research & Development,Research Director,Other,1,18,7,2,4,1,1,20,3,4,4,4,3502,26,Male,Married,No,9,0
1321,38,Research & Development,Manufacturing Director,Marketing,2,8,2,1,0,1,6,24,3,4,3,4,6667,28,Male,Divorced,No,0,0
1322,49,Human Resources,Human Resources,Other,2,13,0,0,0,0,1,17,3,1,3,2,5273,8,Female,Married,No,4,1
1323,40,Research & Development,Laboratory Technician,Human Resources,3,19,2,0,0,0,1,14,3,3,4,3,10847,18,Female,Married,No,4,0
1324,50,Sales,Sales Executive,Other,2,21,17,8,17,5,3,12,3,4,1,4,4622,21,Female,Single,No,2,0
1325,20,Human Resources,Human Resources,Other,4,1,1,0,1,0,4,18,3,4,4,3,12760,16,Male,Married,Yes,4,1
1326,35,Research & Development,Manufacturing Director,Life Sciences,1,4,1,0,1,0,4,12,4,1,4,3,3355,15,Male,Married,No,5,1
1327,42,Research & Development,Research Director,Marketing,2,14,4,3,1,2,5,19,3,4,2,4,6575,3,Male,Single,Yes,4,0
1328,59,Research & Development,Laboratory Technician,Medical,3,15,12,8,10,7,1,15,3,2,4,3,9512,1,Male,Divorced,No,0,0
1329,48,Sales,Sales Representative,Life Sciences,1,16,0,0,0,0,3,19,4,3,3,3,2731,13,Male,Married,Yes,6,0
1330,20,Sales,Manager,Technical Degree,1,0,1,1,1,1,2,25,3,3,4,1,1858,22,Female,Single,No,2,1
1331,57,Sales,Sales Executive,Marketing,4,33,19,8,15,7,5,19,4,4,3,1,9124,29,Male,Single,No,6,0
1332,41,Research & Development,Laboratory Technician,Human Resources,1,11,9,6,9,4,3,24,4,4,4,1,2699,12,Male,Single,Yes,4,0
1333,49,Sales,Sales Representative,Marketing,3,13,4,4,1,3,0,18,3,4,3,4,8233,9,Male,Married,No,2,0
1334,39,Sales,Manager,Technical Degree,1,19,17,15,7,15,4,18,3,1,1,3,3806,2,Female,Divorced,No,5,0
1335,40,Research & Development,Manager,Technical Degree,3,10,4,0,3,0,3,14,3,4,3,3,9505,9,Male,Married,Yes,0,0
1336,19,Sales,Sales Executive,Technical Degree,1,0,1,1,1,1,3,24,3,1,2,4,2424,8,Male,Single,Yes,5,1
1337,44,Sales,Manager,Medical,1,15,14,0,11,0,5,14,3,2,3,3,3490,27,Female,Single,No,3,0
1338,59,Sales,Manager,Other,2,18,7,6,2,3,2,24,3,3,2,3,6634,25,Female,Married,Yes,3,0
1339,19,Research & Development,Research Scientist,Marketing,1,0,0,0,0,0,2,12,3,3,1,2,2248,5,Male,Married,No,4,1
1340,43,Research & Development,Manufacturing Director,Other,2,11,11,8,3,8,2,14,3,3,2,4,5143,13,Male,Single,No,8,1
1341,34,Research & Development,Healthcare Representative,Other,1,10,4,0,2,0,3,14,3,3,3,2,2972,2,Male,Single,No,0,0
1342,57,Research & Development,Laboratory Technician,Human Resources,1,17,11,0,0,0,1,16,4,4,3,1,3669,10,Female,Single,No,2,0
1343,50,Research & Development,Manager,Technical Degree,1,12,9,4,2,3,4,13,3,2,3,2,3610,26,Female,Married,No,3,0
1344,26,Sales,Sales Executive,Medical,1,4,0,0,0,0,2,12,3,2,2,2,2424,6,Male,Married,No,1,0
1345,60,Human Resources,Manager,Human Resources,4,32,25,23,11,9,5,25,4,4,4,2,14534,7,Female,Divorced,No,8,0
1346,56,Sales,Sales Executive,Life Sciences,1,24,3,0,1,0,2,18,3,1,4,3,3937,3,Male,Married,No,6,0
1347,46,Research & Development,Research Director,Medical,2,17,7,3,0,3,2,12,3,3,3,2,7020,14,Female,Married,Yes,0,0
1348,59,Research & Development,Laboratory Technician,Other,1,34,0,0,0,0,2,18,3,4,4,3,3907,16,Male,Single,Yes,8,0
1349,43,Research & Development,Healthcare Representative,Medical,1,19,14,5,4,3,4,17,3,3,3,1,3699,6,Male,Single,No,5,0
1350,52,Sales,Sales Executive,Technical Degree,5,14,1,1,0,1,3,13,3,4,4,2,16744,22,Female,Married,No,1,0
1351,42,Sales,Sales Representative,Life Sciences,1,6,0,0,0,0,4,16,3,2,2,3,3236,8,Male,Single,No,0,0
1352,41,Sales,Manager,Technical Degree,5,15,10,9,5,6,4,16,3,4,1,4,12872,1,Female,Married,No,5,0
1353,30,Research & Development,Manufacturing Director,Life Sciences,1,13,6,3,4,2,5,20,3,1,4,4,3032,20,Male,Single,No,6,1
1354,24,Sales,Sales Executive,Human Resources,3,2,1,1,0,1,4,24,4,3,4,4,8893,15,Male,Single,No,9,1
1355,53,Sales,Sales Representative,Other,2,27,0,0,0,0,1,15,3,1,1,3,6952,17,Female,Single,No,5,0
1356,37,Research & Development,Healthcare Representative,Life Sciences,4,10,5,5,1,5,4,23,4,3,3,3,8440,24,Male,Divorced,Yes,6,0
1357,18,Sales,Sales Representative,Life Sciences,2,0,1,0,0,0,5,18,3,4,4,3,5613,18,Male,Married,No,5,0
1358,25,Research & Development,Manufacturing Director,Life Sciences,2,2,1,1,1,0,6,25,3,4,4,3,4525,24,Male,Single,Yes,7,0
1359,33,Research & Development,Manager,Medical,1,6,1,1,1,1,1,21,4,4,4,2,2229,3,Female,Single,No,1,0
1360,31,Research & Development,Research Director,Human Resources,1,8,0,0,0,0,3,22,3,3,1,3,3549,24,Female,Married,No,8,0
1361,29,Research & Development,Manufacturing Director,Medical,4,8,2,2,2,1,2,15,3,4,3,3,10422,6,Male,Married,No,8,1
1362,40,Research & Development,Research Scientist,Other,1,14,9,4,2,3,2,17,3,3,1,3,2871,17,Male,Single,No,8,0
1363,32,Research & Development,Research Director,Life Sciences,2,7,5,5,2,4,4,16,3,3,3,3,6044,23,Male,Married,No,6,0
1364,45,Research & Development,Manufacturing Director,Human Resources,3,13,4,1,3,1,6,21,3,3,1,2,9973,13,Male,Married,No,8,0
1365,51,Research & Development,Healthcare Representative,Human Resources,1,21,15,2,11,1,3,25,3,3,4,3,3199,23,Female,Married,No,0,1
1366,19,Research & Development,Research Director,Marketing,5,0,1,0,0,0,5,17,3,4,3,1,13815,22,Female,Married,No,2,0
1367,49,Research & Development,Research Director,Other,3,15,2,1,2,0,0,23,3,2,4,4,9609,17,Male,Divorced,No,1,0
1368,40,Research & Development,Laboratory Technician,Human Resources,2,12,8,4,6,2,0,19,3,3,1,2,4806,21,Male,Married,No,0,0
1369,39,Research & Development,Healthcare Representative,Life Sciences,4,15,10,4,7,2,3,13,3,4,2,2,11039,16,Female,Single,Yes,4,0
1370,42,Research & Development,Research Scientist,Life Sciences,1,21,20,5,9,4,3,20,4,4,2,4,3602,17,Male,Married,No,0,0
1371,39,Research & Development,Manager,Human Resources,1,12,12,4,1,4,5,17,3,4,3,3,3517,1,Female,Single,No,2,0
1372,39,Research & Development,Manufacturing Director,Medical,2,11,1,1,1,1,3,23,3,3,4,2,6768,16,Male,Divorced,No,5,1
1373,59,Research & Development,Laboratory Technician,Other,1,20,3,1,2,1,3,20,3,3,3,3,2898,6,Female,Single,No,5,0
1374,23,Sales,Manager,Life Sciences,3,4,4,1,2,1,3,13,3,3,2,2,9058,8,Female,Married,No,2,0
1375,32,Research & Development,Research Scientist,Human Resources,4,8,1,1,1,1,2,23,3,3,1,2,12204,1,Female,Single,Yes,3,0
1376,60,Research & Development,Research Scientist,Life Sciences,2,27,7,4,2,2,5,12,3,4,1,1,6882,2,Male,Single,Yes,6,0
1377,54,Human Resources,Human Resources,Human Resources,1,27,5,5,2,5,3,22,3,4,4,3,4623,15,Male,Married,No,5,1
1378,50,Sales,Manager,Other,5,12,1,1,0,1,3,17,3,4,3,4,9902,5,Male,Married,No,1,0
1379,25,Sales,Sales Executive,Human Resources,2,2,0,0,0,0,4,14,3,1,4,3,6374,24,Female,Married,No,8,0
1380,22,Sales,Manager,Marketing,2,0,1,0,1,0,3,11,3,4,4,3,5141,27,Male,Single,Yes,5,0
1381,56,Research & Development,Healthcare Representative,Human Resources,2,32,22,16,0,13,4,16,3,4,1,2,7401,20,Female,Married,No,1,0
1382,21,Research & Development,Healthcare Representative,Human Resources,4,0,1,0,1,0,1,21,3,3,1,2,10922,15,Female,Single,Yes,6,0
1383,23,Research & Development,Research Director,Other,2,2,1,0,1,0,2,16,3,3,4,4,5293,21,Male,Married,No,9,0
1384,49,Research & Development,Manager,Human Resources,3,17,9,1,0,0,6,16,3,4,4,1,9740,10,Female,Married,Yes,9,0
1385,47,Research & Development,Manufacturing Director,Other,3,22,10,8,4,8,4,12,4,3,3,4,9306,5,Female,Married,No,3,0
1386,52,Research & Development,Manufacturing Director,Marketing,1,11,11,6,0,6,3,11,4,4,1,3,3946,3,Male,Single,Yes,0,0
1387,57,Research & Development,Research Scientist,Other,2,19,8,4,7,2,3,13,4,3,1,4,6755,6,Male,Married,Yes,9,0
1388,33,Sales,Manager,Life Sciences,4,12,3,3,1,2,5,22,3,4,2,2,9174,21,Female,Married,No,8,0
1389,30,Sales,Manager,Other,2,8,6,5,5,5,2,24,3,4,1,2,6499,15,Female,Single,Yes,9,0
1390,59,Research & Development,Laboratory Technician,Marketing,3,15,7,3,1,2,1,12,3,3,2,3,9258,18,Female,Married,No,7,0
1391,47,Sales,Sales Representative,Technical Degree,5,17,1,0,1,0,3,16,3,4,3,3,14666,14,Female,Single,No,4,0
1392,36,Research & Development,Research Scientist,Human Resources,2,6,6,3,4,2,1,23,3,3,1,2,6660,10,Male,Married,No,2,0
1393,34,Sales,Sales Representative,Other,3,16,8,0,3,0,2,22,3,3,1,4,7076,4,Female,Married,No,3,0
1394,36,Research & Development,Research Director,Human Resources,3,11,4,3,0,2,5,16,3,1,4,1,7913,11,Male,Divorced,No,2,0
1395,45,Human Resources,Manager,Medical,4,16,14,8,13,7,0,23,3,3,3,1,9786,20,Male,Married,No,9,0
1396,43,Sales,Sales Executive,Life Sciences,2,18,17,0,13,0,4,15,4,4,4,3,6143,7,Male,Single,No,7,0
1397,54,Research & Development,Healthcare Representative,Life Sciences,1,19,3,1,2,1,3,20,3,4,2,3,4086,15,Male,Single,Yes,4,1
1398,43,Research & Development,Research Director,Medical,2,11,2,2,0,1,3,20,3,2,4,4,7117,23,Male,Married,No,7,0
1399,40,Research & Development,Manufacturing Director,Medical,3,8,3,2,3,1,4,15,3,3,2,3,7683,9,Male,Married,No,0,0
1400,26,Research & Development,Laboratory Technician,Other,2,8,6,6,3,4,3,19,4,2,3,1,6252,15,Male,Single,Yes,8,1
1401,29,Research & Development,Healthcare Representative,Medical,3,4,1,0,1,0,1,24,3,4,1,3,9425,26,Male,Divorced,No,9,0
1402,18,Research & Development,Research Scientist,Technical Degree,2,0,1,0,1,0,1,15,4,4,1,2,5513,12,Female,Single,No,2,0
1403,18,Research & Development,Laboratory Technician,Human Resources,2,0,0,0,0,0,4,23,3,3,4,3,4280,18,Male,Married,Yes,0,0
1404,51,Sales,Sales Executive,Human Resources,1,15,12,8,1,7,2,20,3,3,3,3,3871,6,Male,Single,Yes,2,0
1405,49,Sales,Sales Representative,Marketing,3,16,10,5,1,5,0,16,3,3,4,1,10893,18,Female,Married,No,1,1
1406,42,Research & Development,Laboratory Technician,Medical,2,15,10,2,10,2,6,21,3,1,2,3,7599,25,Male,Single,No,6,1
1407,57,Research & Development,Research Director,Medical,1,34,0,0,0,0,6,14,4,4,2,3,5513,18,Male,Single,No,9,0
1408,18,Research & Development,Healthcare Representative,Technical Degree,1,0,1,0,0,0,3,20,4,3,3,3,3042,22,Female,Single,No,3,1
1409,33,Sales,Manager,Life Sciences,3,8,0,0,0,0,0,24,3,4,4,3,6769,24,Male,Divorced,No,6,0
1410,56,Research & Development,Laboratory Technician,Life Sciences,2,24,4,3,1,3,4,24,3,4,3,2,5737,6,Male,Married,No,2,1
1411,22,Human Resources,Human Resources,Human Resources,1,0,1,0,1,0,4,25,3,4,4,2,3134,28,Female,Single,Yes,5,1
1412,39,Sales,Manager,Human Resources,5,14,13,13,5,12,1,11,4,4,1,2,10634,15,Female,Married,No,6,1
1413,46,Research & Development,Research Scientist,Other,3,7,5,2,2,2,1,14,3,4,4,2,6502,19,Female,Single,Yes,6,0
1414,20,Research & Development,Research Scientist,Technical Degree,5,1,1,0,1,0,4,12,3,4,2,3,12031,5,Male,Married,Yes,4,0
1415,29,Sales,Sales Executive,Marketing,2,6,0,0,0,0,5,20,3,3,2,4,5492,4,Female,Married,No,5,0
1416,43,Sales,Sales Representative,Marketing,2,10,7,6,4,5,4,13,3,1,3,3,6179,17,Female,Married,No,2,0
1417,33,Research & Development,Research Scientist,Technical Degree,4,4,3,3,0,1,2,17,3,3,3,3,9141,21,Male,Single,No,3,0
1418,54,Research & Development,Research Scientist,Marketing,2,24,20,11,3,6,3,17,3,4,1,3,7532,10,Male,Divorced,No,5,1
1419,39,Sales,Sales Representative,Life Sciences,3,5,5,2,0,1,3,11,3,1,2,2,9618,12,Female,Married,No,2,0
1420,46,Research & Development,Laboratory Technician,Marketing,1,19,14,13,3,9,2,18,3,1,3,4,3886,5,Male,Divorced,Yes,6,0
1421,31,Sales,Sales Executive,Marketing,2,6,2,1,1,0,2,17,3,1,3,4,5130,7,Male,Married,No,2,1
1422,45,Research & Development,Research Scientist,Technical Degree,1,26,15,0,14,0,2,11,3,4,2,3,4826,12,Male,Divorced,No,8,0
1423,22,Research & Development,Research Director,Technical Degree,1,2,0,0,0,0,3,18,3,3,1,2,2889,23,Male,Married,No,3,0
1424,47,Sales,Sales Executive,Marketing,1,8,4,3,1,2,3,24,3,3,1,3,2755,2,Male,Single,No,1,0
