EmployeeID,Age,Department,JobRole,EducationField,JobLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,TrainingTimesLastYear,PercentSalaryHike,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,MonthlyIncome,DistanceFromHome,Gender,MaritalStatus,OverTime,NumCompaniesWorked,Attrition,PromotionGapRatio,RoleStagnationIndex,TrainingIntensity,ManagerStability,CareerCluster,PromotionGapScore,StagnationComposite,RetentionOpportunity
1330,20,Sales,Manager,Technical Degree,1,0,1,1,1,1,2,25,3,3,4,1,1858,22,Female,Single,No,2,1,1.0,1.0,2.0,1.0,High-risk stagnation profiles,High,0.9,False
1331,57,Sales,Sales Executive,Marketing,4,33,19,8,15,7,5,19,4,4,3,1,9124,29,Male,Single,No,6,0,0.3684210526315789,0.42105263157894735,0.2631578947368421,0.7894736842105263,Stable long-term contributors,Medium,0.46842105263157896,True
1332,41,Research & Development,Laboratory Technician,Human Resources,1,11,9,6,9,4,3,24,4,4,4,1,2699,12,Male,Single,Yes,4,0,0.4444444444444444,0.6666666666666666,0.3333333333333333,1.0,High-risk stagnation profiles,High,0.611111111111111,True
1333,49,Sales,Sales Representative,Marketing,3,13,4,4,1,3,0,18,3,4,3,4,8233,9,Male,Married,No,2,0,0.75,1.0,0.0,0.25,Stable long-term contributors,High,0.8250000000000001,True
1334,39,Sales,Manager,Technical Degree,1,19,17,15,7,15,4,18,3,1,1,3,3806,2,Female,Divorced,No,5,0,0.8823529411764706,0.8823529411764706,0.23529411764705882,0.4117647058823529,High-risk stagnation profiles,High,0.823529411764706,False
1335,40,Research & Development,Manager,Technical Degree,3,10,4,0,3,0,3,14,3,4,3,3,9505,9,Male,Married,Yes,0,0,0.0,0.0,0.75,0.75,Fast-track performers,Low,0.1,False
1336,19,Sales,Sales Executive,Technical Degree,1,0,1,1,1,1,3,24,3,1,2,4,2424,8,Male,Single,Yes,5,1,1.0,1.0,3.0,1.0,Stable long-term contributors,High,0.9,False
1337,44,Sales,Manager,Medical,1,15,14,0,11,0,5,14,3,2,3,3,3490,27,Female,Single,No,3,0,0.0,0.0,0.35714285714285715,0.7857142857142857,Fast-track performers,Low,0.14285714285714285,False
1338,59,Sales,Manager,Other,2,18,7,6,2,3,2,24,3,3,2,3,6634,25,Female,Married,Yes,3,0,0.42857142857142855,0.8571428571428571,0.2857142857142857,0.2857142857142857,Stable long-term contributors,High,0.6142857142857142,True
1339,19,Research & Development,Research Scientist,Marketing,1,0,0,0,0,0,2,12,3,3,1,2,2248,5,Male,Married,No,4,1,0.0,0.0,2.0,0.0,Fast-track performers,Low,0.0,False
1340,43,Research & Development,Manufacturing Director,Other,2,11,11,8,3,8,2,14,3,3,2,4,5143,13,Male,Single,No,8,1,0.7272727272727273,0.7272727272727273,0.18181818181818182,0.2727272727272727,High-risk stagnation profiles,High,0.6909090909090909,False
1341,34,Research & Development,Healthcare Representative,Other,1,10,4,0,2,0,3,14,3,3,3,2,2972,2,Male,Single,No,0,0,0.0,0.0,0.75,0.5,Fast-track performers,Low,0.07500000000000001,False
1342,57,Research & Development,Laboratory Technician,Human Resources,1,17,11,0,0,0,1,16,4,4,3,1,3669,10,Female,Single,No,2,0,0.0,0.0,0.09090909090909091,0.0,Fast-track performers,Low,0.09090909090909091,False
1343,50,Research & Development,Manager,Technical Degree,1,12,9,4,2,3,4,13,3,2,3,2,3610,26,Female,Married,No,3,0,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.2222222222222222,Fast-track performers,Medium,0.3888888888888889,True
1344,26,Sales,Sales Executive,Medical,1,4,0,0,0,0,2,12,3,2,2,2,2424,6,Male,Married,No,1,0,0.0,0.0,2.0,0.0,Fast-track performers,Low,0.0,False
1345,60,Human Resources,Manager,Human Resources,4,32,25,23,11,9,5,25,4,4,4,2,14534,7,Female,Divorced,No,8,0,0.36,0.92,0.2,0.44,High-risk stagnation profiles,High,0.6360000000000001,True
1346,56,Sales,Sales Executive,Life Sciences,1,24,3,0,1,0,2,18,3,1,4,3,3937,3,Male,Married,No,6,0,0.0,0.0,0.6666666666666666,0.3333333333333333,Stable long-term contributors,Low,0.06666666666666668,False
1347,46,Research & Development,Research Director,Medical,2,17,7,3,0,3,2,12,3,3,3,2,7020,14,Female,Married,Yes,0,0,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.0,Fast-track performers,Medium,0.4142857142857143,True
1348,59,Research & Development,Laboratory Technician,Other,1,34,0,0,0,0,2,18,3,4,4,3,3907,16,Male,Single,Yes,8,0,0.0,0.0,2.0,0.0,Fast-track performers,Low,0.0,False
1349,43,Research & Development,Healthcare Representative,Medical,1,19,14,5,4,3,4,17,3,3,3,1,3699,6,Male,Single,No,5,0,0.21428571428571427,0.35714285714285715,0.2857142857142857,0.2857142857142857,Fast-track performers,Medium,0.3285714285714286,True
1350,52,Sales,Sales Executive,Technical Degree,5,14,1,1,0,1,3,13,3,4,4,2,16744,22,Female,Married,No,1,0,1.0,1.0,3.0,0.0,Stable long-term contributors,High,0.8,True
1351,42,Sales,Sales Representative,Life Sciences,1,6,0,0,0,0,4,16,3,2,2,3,3236,8,Male,Single,No,0,0,0.0,0.0,4.0,0.0,Fast-track performers,Low,0.0,False
1352,41,Sales,Manager,Technical Degree,5,15,10,9,5,6,4,16,3,4,1,4,12872,1,Female,Married,No,5,0,0.6,0.9,0.4,0.5,Stable long-term contributors,High,0.7100000000000002,True
1353,30,Research & Development,Manufacturing Director,Life Sciences,1,13,6,3,4,2,5,20,3,1,4,4,3032,20,Male,Single,No,6,1,0.3333333333333333,0.5,0.8333333333333334,0.6666666666666666,Fast-track performers,Medium,0.4166666666666667,False
1354,24,Sales,Sales Executive,Human Resources,3,2,1,1,0,1,4,24,4,3,4,4,8893,15,Male,Single,No,9,1,1.0,1.0,4.0,0.0,Stable long-term contributors,High,0.8,False
1355,53,Sales,Sales Representative,Other,2,27,0,0,0,0,1,15,3,1,1,3,6952,17,Female,Single,No,5,0,0.0,0.0,1.0,0.0,Stable long-term contributors,Low,0.0,False
1356,37,Research & Development,Healthcare Representative,Life Sciences,4,10,5,5,1,5,4,23,4,3,3,3,8440,24,Male,Divorced,Yes,6,0,1.0,1.0,0.8,0.2,High-risk stagnation profiles,High,0.8400000000000001,True
1357,18,Sales,Sales Representative,Life Sciences,2,0,1,0,0,0,5,18,3,4,4,3,5613,18,Male,Married,No,5,0,0.0,0.0,5.0,0.0,Fast-track performers,Low,0.0,False
1358,25,Research & Development,Manufacturing Director,Life Sciences,2,2,1,1,1,0,6,25,3,4,4,3,4525,24,Male,Single,Yes,7,0,0.0,1.0,6.0,1.0,Fast-track performers,Medium,0.5,True
1359,33,Research & Development,Manager,Medical,1,6,1,1,1,1,1,21,4,4,4,2,2229,3,Female,Single,No,1,0,1.0,1.0,1.0,1.0,High-risk stagnation profiles,High,0.9,True
1360,31,Research & Development,Research Director,Human Resources,1,8,0,0,0,0,3,22,3,3,1,3,3549,24,Female,Married,No,8,0,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1361,29,Research & Development,Manufacturing Director,Medical,4,8,2,2,2,1,2,15,3,4,3,3,10422,6,Male,Married,No,8,1,0.5,1.0,1.0,1.0,High-risk stagnation profiles,High,0.7000000000000001,False
1362,40,Research & Development,Research Scientist,Other,1,14,9,4,2,3,2,17,3,3,1,3,2871,17,Male,Single,No,8,0,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.2222222222222222,Fast-track performers,Medium,0.4111111111111111,True
1363,32,Research & Development,Research Director,Life Sciences,2,7,5,5,2,4,4,16,3,3,3,3,6044,23,Male,Married,No,6,0,0.8,1.0,0.8,0.4,High-risk stagnation profiles,High,0.7800000000000001,True
1364,45,Research & Development,Manufacturing Director,Human Resources,3,13,4,1,3,1,6,21,3,3,1,2,9973,13,Male,Married,No,8,0,0.25,0.25,1.5,0.75,Fast-track performers,Medium,0.275,True
1365,51,Research & Development,Healthcare Representative,Human Resources,1,21,15,2,11,1,3,25,3,3,4,3,3199,23,Female,Married,No,0,1,0.06666666666666667,0.13333333333333333,0.2,0.7333333333333333,Fast-track performers,Medium,0.23333333333333336,False
1366,19,Research & Development,Research Director,Marketing,5,0,1,0,0,0,5,17,3,4,3,1,13815,22,Female,Married,No,2,0,0.0,0.0,5.0,0.0,Fast-track performers,Low,0.0,False
1367,49,Research & Development,Research Director,Other,3,15,2,1,2,0,0,23,3,2,4,4,9609,17,Male,Divorced,No,1,0,0.0,0.5,0.0,1.0,Fast-track performers,Medium,0.4,True
1368,40,Research & Development,Laboratory Technician,Human Resources,2,12,8,4,6,2,0,19,3,3,1,2,4806,21,Male,Married,No,0,0,0.25,0.5,0.0,0.75,Fast-track performers,Medium,0.47500000000000003,True
1369,39,Research & Development,Healthcare Representative,Life Sciences,4,15,10,4,7,2,3,13,3,4,2,2,11039,16,Female,Single,Yes,4,0,0.2,0.4,0.3,0.7,Fast-track performers,Medium,0.38000000000000006,True
1370,42,Research & Development,Research Scientist,Life Sciences,1,21,20,5,9,4,3,20,4,4,2,4,3602,17,Male,Married,No,0,0,0.2,0.25,0.15,0.45,Fast-track performers,Medium,0.31,True
1371,39,Research & Development,Manager,Human Resources,1,12,12,4,1,4,5,17,3,4,3,3,3517,1,Female,Single,No,2,0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.08333333333333333,Fast-track performers,Medium,0.33333333333333337,True
1372,39,Research & Development,Manufacturing Director,Medical,2,11,1,1,1,1,3,23,3,3,4,2,6768,16,Male,Divorced,No,5,1,1.0,1.0,3.0,1.0,High-risk stagnation profiles,High,0.9,False
1373,59,Research & Development,Laboratory Technician,Other,1,20,3,1,2,1,3,20,3,3,3,3,2898,6,Female,Single,No,5,0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,Fast-track performers,Medium,0.3333333333333333,True
1374,23,Sales,Manager,Life Sciences,3,4,4,1,2,1,3,13,3,3,2,2,9058,8,Female,Married,No,2,0,0.25,0.25,0.75,0.5,Stable long-term contributors,Medium,0.275,True
1375,32,Research & Development,Research Scientist,Human Resources,4,8,1,1,1,1,2,23,3,3,1,2,12204,1,Female,Single,Yes,3,0,1.0,1.0,2.0,1.0,High-risk stagnation profiles,High,0.9,True
1376,60,Research & Development,Research Scientist,Life Sciences,2,27,7,4,2,2,5,12,3,4,1,1,6882,2,Male,Single,Yes,6,0,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.2857142857142857,Fast-track performers,Medium,0.4,True
1377,54,Human Resources,Human Resources,Human Resources,1,27,5,5,2,5,3,22,3,4,4,3,4623,15,Male,Married,No,5,1,1.0,1.0,0.6,0.4,High-risk stagnation profiles,High,0.8800000000000001,False
1378,50,Sales,Manager,Other,5,12,1,1,0,1,3,17,3,4,3,4,9902,5,Male,Married,No,1,0,1.0,1.0,3.0,0.0,High-risk stagnation profiles,High,0.8,True
1379,25,Sales,Sales Executive,Human Resources,2,2,0,0,0,0,4,14,3,1,4,3,6374,24,Female,Married,No,8,0,0.0,0.0,4.0,0.0,Fast-track performers,Low,0.0,False
1380,22,Sales,Manager,Marketing,2,0,1,0,1,0,3,11,3,4,4,3,5141,27,Male,Single,Yes,5,0,0.0,0.0,3.0,1.0,Fast-track performers,Low,0.1,False
1381,56,Research & Development,Healthcare Representative,Human Resources,2,32,22,16,0,13,4,16,3,4,1,2,7401,20,Female,Married,No,1,0,0.5909090909090909,0.7272727272727273,0.18181818181818182,0.0,High-risk stagnation profiles,High,0.6090909090909091,True
1382,21,Research & Development,Healthcare Representative,Human Resources,4,0,1,0,1,0,1,21,3,3,1,2,10922,15,Female,Single,Yes,6,0,0.0,0.0,1.0,1.0,Fast-track performers,Low,0.1,False
1383,23,Research & Development,Research Director,Other,2,2,1,0,1,0,2,16,3,3,4,4,5293,21,Male,Married,No,9,0,0.0,0.0,2.0,1.0,Fast-track performers,Low,0.1,False
1384,49,Research & Development,Manager,Human Resources,3,17,9,1,0,0,6,16,3,4,4,1,9740,10,Female,Married,Yes,9,0,0.0,0.1111111111111111,0.6666666666666666,0.0,Fast-track performers,Low,0.07777777777777778,False
1385,47,Research & Development,Manufacturing Director,Other,3,22,10,8,4,8,4,12,4,3,3,4,9306,5,Female,Married,No,3,0,0.8,0.8,0.4,0.4,High-risk stagnation profiles,High,0.7400000000000002,True
1386,52,Research & Development,Manufacturing Director,Marketing,1,11,11,6,0,6,3,11,4,4,1,3,3946,3,Male,Single,Yes,0,0,0.5454545454545454,0.5454545454545454,0.2727272727272727,0.0,High-risk stagnation profiles,Medium,0.509090909090909,True
1387,57,Research & Development,Research Scientist,Other,2,19,8,4,7,2,3,13,4,3,1,4,6755,6,Male,Married,Yes,9,0,0.25,0.5,0.375,0.875,Fast-track performers,Medium,0.45000000000000007,True
1388,33,Sales,Manager,Life Sciences,4,12,3,3,1,2,5,22,3,4,2,2,9174,21,Female,Married,No,8,0,0.6666666666666666,1.0,1.6666666666666667,0.3333333333333333,High-risk stagnation profiles,High,0.7000000000000001,True
1389,30,Sales,Manager,Other,2,8,6,5,5,5,2,24,3,4,1,2,6499,15,Female,Single,Yes,9,0,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.8333333333333334,High-risk stagnation profiles,High,0.8166666666666668,True
1390,59,Research & Development,Laboratory Technician,Marketing,3,15,7,3,1,2,1,12,3,3,2,3,9258,18,Female,Married,No,7,0,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,Fast-track performers,Medium,0.38571428571428573,True
1391,47,Sales,Sales Representative,Technical Degree,5,17,1,0,1,0,3,16,3,4,3,3,14666,14,Female,Single,No,4,0,0.0,0.0,3.0,1.0,Stable long-term contributors,Low,0.1,False
1392,36,Research & Development,Research Scientist,Human Resources,2,6,6,3,4,2,1,23,3,3,1,2,6660,10,Male,Married,No,2,0,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,Fast-track performers,Medium,0.4833333333333334,True
1393,34,Sales,Sales Representative,Other,3,16,8,0,3,0,2,22,3,3,1,4,7076,4,Female,Married,No,3,0,0.0,0.0,0.25,0.375,Stable long-term contributors,Low,0.11250000000000002,False
1394,36,Research & Development,Research Director,Human Resources,3,11,4,3,0,2,5,16,3,1,4,1,7913,11,Male,Divorced,No,2,0,0.5,0.75,1.25,0.0,High-risk stagnation profiles,Medium,0.5,False
1395,45,Human Resources,Manager,Medical,4,16,14,8,13,7,0,23,3,3,3,1,9786,20,Male,Married,No,9,0,0.5,0.5714285714285714,0.0,0.9285714285714286,High-risk stagnation profiles,High,0.6214285714285714,True
1396,43,Sales,Sales Executive,Life Sciences,2,18,17,0,13,0,4,15,4,4,4,3,6143,7,Male,Single,No,7,0,0.0,0.0,0.23529411764705882,0.7647058823529411,Stable long-term contributors,Low,0.15294117647058825,False
1397,54,Research & Development,Healthcare Representative,Life Sciences,1,19,3,1,2,1,3,20,3,4,2,3,4086,15,Male,Single,Yes,4,1,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,Fast-track performers,Medium,0.3333333333333333,False
1398,43,Research & Development,Research Director,Medical,2,11,2,2,0,1,3,20,3,2,4,4,7117,23,Male,Married,No,7,0,0.5,1.0,1.5,0.0,High-risk stagnation profiles,High,0.6000000000000001,True
1399,40,Research & Development,Manufacturing Director,Medical,3,8,3,2,3,1,4,15,3,3,2,3,7683,9,Male,Married,No,0,0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,High-risk stagnation profiles,Medium,0.5,True
1400,26,Research & Development,Laboratory Technician,Other,2,8,6,6,3,4,3,19,4,2,3,1,6252,15,Male,Single,Yes,8,1,0.6666666666666666,1.0,0.5,0.5,High-risk stagnation profiles,High,0.7666666666666668,False
1401,29,Research & Development,Healthcare Representative,Medical,3,4,1,0,1,0,1,24,3,4,1,3,9425,26,Male,Divorced,No,9,0,0.0,0.0,1.0,1.0,Fast-track performers,Low,0.1,False
1402,18,Research & Development,Research Scientist,Technical Degree,2,0,1,0,1,0,1,15,4,4,1,2,5513,12,Female,Single,No,2,0,0.0,0.0,1.0,1.0,Fast-track performers,Low,0.1,False
1403,18,Research & Development,Laboratory Technician,Human Resources,2,0,0,0,0,0,4,23,3,3,4,3,4280,18,Male,Married,Yes,0,0,0.0,0.0,4.0,0.0,Fast-track performers,Low,0.0,False
1404,51,Sales,Sales Executive,Human Resources,1,15,12,8,1,7,2,20,3,3,3,3,3871,6,Male,Single,Yes,2,0,0.5833333333333334,0.6666666666666666,0.16666666666666666,0.08333333333333333,Stable long-term contributors,High,0.5916666666666667,True
1405,49,Sales,Sales Representative,Marketing,3,16,10,5,1,5,0,16,3,3,4,1,10893,18,Female,Married,No,1,1,0.5,0.5,0.0,0.1,Stable long-term contributors,Medium,0.51,False
1406,42,Research & Development,Laboratory Technician,Medical,2,15,10,2,10,2,6,21,3,1,2,3,7599,25,Male,Single,No,6,1,0.2,0.2,0.6,1.0,Fast-track performers,Medium,0.30000000000000004,False
1407,57,Research & Development,Research Director,Medical,1,34,0,0,0,0,6,14,4,4,2,3,5513,18,Male,Single,No,9,0,0.0,0.0,6.0,0.0,Fast-track performers,Low,0.0,False
1408,18,Research & Development,Healthcare Representative,Technical Degree,1,0,1,0,0,0,3,20,4,3,3,3,3042,22,Female,Single,No,3,1,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1409,33,Sales,Manager,Life Sciences,3,8,0,0,0,0,0,24,3,4,4,3,6769,24,Male,Divorced,No,6,0,0.0,0.0,0.0,0.0,Fast-track performers,Low,0.1,False
1410,56,Research & Development,Laboratory Technician,Life Sciences,2,24,4,3,1,3,4,24,3,4,3,2,5737,6,Male,Married,No,2,1,0.75,0.75,1.0,0.25,High-risk stagnation profiles,High,0.6250000000000001,False
1411,22,Human Resources,Human Resources,Human Resources,1,0,1,0,1,0,4,25,3,4,4,2,3134,28,Female,Single,Yes,5,1,0.0,0.0,4.0,1.0,Fast-track performers,Low,0.1,False
1412,39,Sales,Manager,Human Resources,5,14,13,13,5,12,1,11,4,4,1,2,10634,15,Female,Married,No,6,1,0.9230769230769231,1.0,0.07692307692307693,0.38461538461538464,High-risk stagnation profiles,High,0.9,False
1413,46,Research & Development,Research Scientist,Other,3,7,5,2,2,2,1,14,3,4,4,2,6502,19,Female,Single,Yes,6,0,0.4,0.4,0.2,0.4,Fast-track performers,Medium,0.44000000000000006,True
1414,20,Research & Development,Research Scientist,Technical Degree,5,1,1,0,1,0,4,12,3,4,2,3,12031,5,Male,Married,Yes,4,0,0.0,0.0,4.0,1.0,Fast-track performers,Low,0.1,False
1415,29,Sales,Sales Executive,Marketing,2,6,0,0,0,0,5,20,3,3,2,4,5492,4,Female,Married,No,5,0,0.0,0.0,5.0,0.0,Fast-track performers,Low,0.0,False
1416,43,Sales,Sales Representative,Marketing,2,10,7,6,4,5,4,13,3,1,3,3,6179,17,Female,Married,No,2,0,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.5714285714285714,Stable long-term contributors,High,0.7285714285714285,False
1417,33,Research & Development,Research Scientist,Technical Degree,4,4,3,3,0,1,2,17,3,3,3,3,9141,21,Male,Single,No,3,0,0.3333333333333333,1.0,0.6666666666666666,0.0,High-risk stagnation profiles,High,0.5666666666666667,True
1418,54,Research & Development,Research Scientist,Marketing,2,24,20,11,3,6,3,17,3,4,1,3,7532,10,Male,Divorced,No,5,1,0.3,0.55,0.15,0.15,Fast-track performers,Medium,0.44000000000000006,False
1419,39,Sales,Sales Representative,Life Sciences,3,5,5,2,0,1,3,11,3,1,2,2,9618,12,Female,Married,No,2,0,0.2,0.4,0.6,0.0,Stable long-term contributors,Medium,0.28,False
1420,46,Research & Development,Laboratory Technician,Marketing,1,19,14,13,3,9,2,18,3,1,3,4,3886,5,Male,Divorced,Yes,6,0,0.6428571428571429,0.9285714285714286,0.14285714285714285,0.21428571428571427,High-risk stagnation profiles,High,0.7357142857142858,False
1421,31,Sales,Sales Executive,Marketing,2,6,2,1,1,0,2,17,3,1,3,4,5130,7,Male,Married,No,2,1,0.0,0.5,1.0,0.5,Stable long-term contributors,Medium,0.25,False
1422,45,Research & Development,Research Scientist,Technical Degree,1,26,15,0,14,0,2,11,3,4,2,3,4826,12,Male,Divorced,No,8,0,0.0,0.0,0.13333333333333333,0.9333333333333333,Fast-track performers,Low,0.18,False
1423,22,Research & Development,Research Director,Technical Degree,1,2,0,0,0,0,3,18,3,3,1,2,2889,23,Male,Married,No,3,0,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1424,47,Sales,Sales Executive,Marketing,1,8,4,3,1,2,3,24,3,3,1,3,2755,2,Male,Single,No,1,0,0.5,0.75,0.75,0.25,Stable long-term contributors,Medium,0.55,True
1425,22,Research & Development,Manufacturing Director,Medical,1,3,2,2,2,1,4,24,3,1,4,2,2506,20,Male,Married,No,5,0,0.5,1.0,2.0,1.0,High-risk stagnation profiles,High,0.7000000000000001,False
1426,29,Research & Development,Manufacturing Director,Technical Degree,5,8,2,1,0,1,4,12,4,4,4,3,11838,17,Male,Married,Yes,8,0,0.5,0.5,2.0,0.0,High-risk stagnation profiles,Medium,0.4,True
1427,33,Research & Development,Research Director,Other,1,8,2,2,1,1,5,18,3,2,3,4,2530,13,Female,Divorced,No,9,1,0.5,1.0,2.5,0.5,High-risk stagnation profiles,High,0.6500000000000001,False
1428,43,Research & Development,Manufacturing Director,Other,3,11,5,1,4,1,4,13,4,2,4,2,7800,5,Male,Single,No,9,0,0.2,0.2,0.8,0.8,Fast-track performers,Medium,0.26,True
1429,43,Research & Development,Healthcare Representative,Life Sciences,4,11,0,0,0,0,2,20,4,4,4,4,11883,5,Male,Married,Yes,1,0,0.0,0.0,2.0,0.0,Fast-track performers,Low,0.0,False
1430,38,Research & Development,Laboratory Technician,Marketing,2,12,10,5,5,3,3,17,3,3,1,4,6385,20,Female,Divorced,Yes,3,1,0.3,0.5,0.3,0.5,Fast-track performers,Medium,0.44,False
1431,56,Research & Development,Manufacturing Director,Medical,1,19,3,1,2,1,3,23,3,3,1,4,4491,26,Female,Divorced,No,4,0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,Fast-track performers,Medium,0.3333333333333333,True
1432,53,Sales,Manager,Life Sciences,3,24,12,12,3,10,0,16,3,3,4,3,8236,12,Male,Single,No,8,1,0.8333333333333334,1.0,0.0,0.25,High-risk stagnation profiles,High,0.8583333333333334,False
1433,50,Research & Development,Research Director,Marketing,2,16,7,0,6,0,5,15,3,2,3,2,6744,12,Male,Married,Yes,6,0,0.0,0.0,0.7142857142857143,0.8571428571428571,Fast-track performers,Low,0.11428571428571428,False
1434,47,Research & Development,Healthcare Representative,Technical Degree,3,8,2,0,2,0,0,25,3,4,4,3,6003,7,Male,Married,No,4,0,0.0,0.0,0.0,1.0,Fast-track performers,Medium,0.2,True
1435,54,Research & Development,Laboratory Technician,Other,3,16,4,3,1,2,3,21,3,2,4,3,8746,6,Female,Single,No,5,1,0.5,0.75,0.75,0.25,High-risk stagnation profiles,Medium,0.55,False
1436,40,Sales,Sales Executive,Human Resources,5,5,1,0,0,0,3,20,3,2,3,2,14888,29,Male,Divorced,No,8,1,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1437,27,Sales,Sales Executive,Medical,2,2,2,2,2,2,3,24,3,4,1,3,5481,10,Male,Married,No,3,0,1.0,1.0,1.5,1.0,Stable long-term contributors,High,0.9,True
1438,22,Research & Development,Manager,Human Resources,1,6,1,0,1,0,4,21,3,4,2,3,2964,19,Female,Married,No,1,0,0.0,0.0,4.0,1.0,Fast-track performers,Low,0.1,False
1439,53,Research & Development,Healthcare Representative,Other,2,18,10,5,7,4,3,12,4,2,1,1,6404,16,Male,Divorced,Yes,4,1,0.4,0.5,0.3,0.7,Fast-track performers,Medium,0.5,False
1440,51,Research & Development,Laboratory Technician,Human Resources,1,23,12,1,8,1,2,12,3,1,2,2,4081,2,Female,Single,No,6,0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.6666666666666666,Fast-track performers,Medium,0.21666666666666667,False
1441,48,Sales,Manager,Technical Degree,4,11,6,1,6,1,2,23,4,4,3,1,11057,4,Female,Divorced,No,3,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,Fast-track performers,Medium,0.30000000000000004,True
1442,27,Sales,Sales Representative,Marketing,1,5,1,1,1,1,5,22,3,4,1,3,3316,9,Male,Married,No,0,1,1.0,1.0,5.0,1.0,Stable long-term contributors,High,0.9,False
1443,36,Sales,Sales Executive,Technical Degree,1,7,2,2,1,2,2,25,3,2,2,3,3464,26,Male,Divorced,No,7,0,1.0,1.0,1.0,0.5,Stable long-term contributors,High,0.8500000000000001,True
1444,49,Sales,Sales Executive,Human Resources,3,22,4,1,0,0,2,11,4,4,3,1,9888,5,Male,Married,No,4,0,0.0,0.25,0.5,0.0,Stable long-term contributors,Low,0.15000000000000002,False
1445,18,Sales,Sales Executive,Technical Degree,2,0,0,0,0,0,3,24,4,1,2,4,5205,1,Female,Single,No,9,0,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1446,22,Research & Development,Manufacturing Director,Other,2,4,4,3,2,2,1,19,3,3,3,1,4051,11,Female,Married,Yes,1,0,0.5,0.75,0.25,0.5,High-risk stagnation profiles,High,0.625,True
1447,21,Research & Development,Manager,Medical,2,0,1,0,1,0,3,21,3,1,3,3,4649,19,Female,Married,No,2,0,0.0,0.0,3.0,1.0,Fast-track performers,Low,0.1,False
1448,33,Research & Development,Healthcare Representative,Technical Degree,4,9,2,1,2,1,4,18,3,3,3,3,10852,25,Male,Married,Yes,9,0,0.5,0.5,2.0,1.0,High-risk stagnation profiles,Medium,0.5,True
1449,41,Research & Development,Manager,Other,1,18,7,2,4,1,4,18,3,1,4,3,4033,23,Female,Married,No,9,0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.5714285714285714,Fast-track performers,Medium,0.27142857142857146,False
1450,33,Sales,Sales Executive,Medical,4,9,1,1,1,1,4,11,3,3,1,1,10174,3,Male,Married,No,4,1,1.0,1.0,4.0,1.0,Stable long-term contributors,High,0.9,False
1451,19,Research & Development,Manufacturing Director,Marketing,1,0,0,0,0,0,1,15,4,3,1,4,3144,1,Male,Married,No,3,0,0.0,0.0,1.0,0.0,Fast-track performers,Low,0.0,False
1452,45,Research & Development,Healthcare Representative,Human Resources,3,14,7,3,4,3,3,22,3,3,4,4,7551,4,Male,Married,No,8,0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5714285714285714,Fast-track performers,Medium,0.4571428571428572,True
1453,49,Research & Development,Laboratory Technician,Marketing,4,12,7,5,6,4,0,16,3,1,3,3,12305,9,Female,Married,Yes,8,1,0.5714285714285714,0.7142857142857143,0.0,0.8571428571428571,High-risk stagnation profiles,High,0.7000000000000001,False
1454,44,Research & Development,Manufacturing Director,Life Sciences,1,15,0,0,0,0,0,25,3,3,4,3,3602,28,Female,Married,Yes,7,0,0.0,0.0,0.0,0.0,Fast-track performers,Low,0.1,False
1455,37,Research & Development,Research Director,Other,2,11,7,3,5,2,3,12,4,4,2,1,5908,16,Male,Divorced,No,1,0,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.7142857142857143,Fast-track performers,Medium,0.4142857142857143,True
1456,41,Research & Development,Research Scientist,Medical,1,11,9,5,8,4,2,20,4,3,4,3,3601,7,Female,Single,No,4,0,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.8888888888888888,High-risk stagnation profiles,High,0.5666666666666667,True
1457,29,Research & Development,Manufacturing Director,Technical Degree,3,5,1,1,0,1,4,25,3,4,4,3,7090,5,Male,Divorced,No,7,1,1.0,1.0,4.0,0.0,High-risk stagnation profiles,High,0.8,False
